Notes,StopEpoch,MaxEpochs,File,Time,True Positives,False Positives,True Negatives,False Negatives,Accuracy,Precision,Recall,Y_EVAL,Y_PRED,SizeTrain,SizeEval,TestSize,PositiveShareTraining,PositiveShareTesting,F1
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with dropout layer,6,100,Wednesday-14-02-2018.pcapng.net/Connection.csv,34.232614040374756,1579,85,336238,0,0.9997484477747987,0.9489182692307693,1.0,"=""{0: 336323, 1: 1579}""","=""{0: 336238, 1: 1664}""",1013706,337902,0.25,0.48%,0.47%,0.9737897008942338
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with dropout layer,4,100,Wednesday-21-02-2018.pcapng.net/Connection.csv,91.75271821022034,36778,4148,1304113,5,0.9969123686660064,0.8986463372916972,0.9998640676399424,"=""{0: 1308261, 1: 36783}""","=""{0: 1304118, 1: 40926}""",4035129,1345044,0.25,2.74%,2.73%,0.946557026856606
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with dropout layer,6,100,Wednesday-28-02-2018.pcapng.net/Connection.csv,135.79280543327332,28285,2768,1444700,8388,0.9924831939822429,0.9108620745177599,0.7712758705314536,"=""{0: 1447468, 1: 36673}""","=""{0: 1453088, 1: 31053}""",4452421,1484141,0.25,2.47%,2.47%,0.8352774414552757
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with relu activation and minmax,6,100,Friday-02-03-2018.pcapng.net/Connection.csv,143.57460141181946,0,0,1405712,22961,0.983928442687725,nan,0.0,"=""{0: 1405712, 1: 22961}""","=""{0: 1428673}""",4286018,1428673,0.25,1.60%,1.61%,0
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with relu activation and minmax,4,100,Friday-16-02-2018.pcapng.net/Connection.csv,46.6767578125,0,0,593711,3610,0.9939563484290691,nan,0.0,"=""{0: 593711, 1: 3610}""","=""{0: 597321}""",1791963,597321,0.25,0.59%,0.60%,0
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with relu activation and minmax,4,100,Friday-23-02-2018.pcapng.net/Connection.csv,75.86187267303467,0,0,1000064,43,0.9999570046005077,nan,0.0,"=""{0: 1000064, 1: 43}""","=""{0: 1000107}""",3000318,1000107,0.25,0.01%,0.00%,0
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with relu activation and minmax,6,100,Thursday-01-03-2018.pcapng.net/Connection.csv,146.35712099075317,0,0,1454803,31177,0.9790192330986958,nan,0.0,"=""{0: 1454803, 1: 31177}""","=""{0: 1485980}""",4457939,1485980,0.25,2.11%,2.10%,0
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with relu activation and minmax,8,100,Thursday-22-02-2018.pcapng.net/Connection.csv,171.76871752738953,0,0,1370429,49,0.9999642460513777,nan,0.0,"=""{0: 1370429, 1: 49}""","=""{0: 1370478}""",4111432,1370478,0.25,0.00%,0.00%,0
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with relu activation and minmax,8,100,Tuesday-20-02-2018.pcapng.net/Connection.csv,103.00081038475037,37058,5367,755865,50,0.9932146704411654,0.8734944018856806,0.9986525816535518,"=""{0: 761232, 1: 37108}""","=""{0: 755915, 1: 42425}""",2395019,798340,0.25,4.60%,4.65%,0.9318899073340626
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with relu activation and minmax,7,100,Wednesday-14-02-2018.pcapng.net/Connection.csv,39.61113882064819,0,0,336305,1597,0.9952737776041575,nan,0.0,"=""{0: 336305, 1: 1597}""","=""{0: 337902}""",1013706,337902,0.25,0.48%,0.47%,0
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with relu activation and minmax,4,100,Wednesday-21-02-2018.pcapng.net/Connection.csv,99.67091655731201,0,0,1308000,37044,0.9724588935380553,nan,0.0,"=""{0: 1308000, 1: 37044}""","=""{0: 1345044}""",4035129,1345044,0.25,2.74%,2.75%,0
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with relu activation and minmax,6,100,Wednesday-28-02-2018.pcapng.net/Connection.csv,149.5425088405609,0,0,1447552,36589,0.9753466820201045,nan,0.0,"=""{0: 1447552, 1: 36589}""","=""{0: 1484141}""",4452421,1484141,0.25,2.47%,2.47%,0
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | with address information,4,100,all/Connection.csv,685.6266577243805,0,0,9792473,170143,0.9829218550629674,nan,0.0,"=""{0: 9792473, 1: 170143}""","=""{0: 9962616}""",29887846,9962616,0.25,1.70%,1.71%,0
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | with address information | with class weights,5,100,all/Connection.csv,803.2356374263763,167345,49392,9743664,2215,0.9948199348444224,0.7721108993849689,0.986936777541873,"=""{0: 9793056, 1: 169560}""","=""{0: 9745879, 1: 216737}""",29887846,9962616,0.25,1.71%,1.70%,0.8664059001234801
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | with address information | with tweaked class weights,6,100,all/Connection.csv,941.6668717861176,164411,11480,9781194,5531,0.998292516744598,0.9347323058030257,0.9674536018170905,"=""{0: 9792674, 1: 169942}""","=""{0: 9786725, 1: 175891}""",29887846,9962616,0.25,1.70%,1.71%,0.950811518854476
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | with address information | with dropout layer,4,100,all/Connection.csv,692.6664378643036,0,0,9792664,169952,0.9829410267343437,nan,0.0,"=""{0: 9792664, 1: 169952}""","=""{0: 9962616}""",29887846,9962616,0.25,1.70%,1.71%,0
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | with address information | with relu and minmax,4,100,all/Connection.csv,799.8542296886444,0,0,9792845,169771,0.9829591946532918,nan,0.0,"=""{0: 9792845, 1: 169771}""","=""{0: 9962616}""",29887846,9962616,0.25,1.70%,1.70%,0
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information,5,100,all/Connection.csv,782.174721956253,148367,23668,9769214,21367,0.9954796009401546,0.8624233440869591,0.8741147913794526,"=""{0: 9792882, 1: 169734}""","=""{0: 9790581, 1: 172035}""",29887846,9962616,0.25,1.70%,1.70%,0.8682297107110358
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with class weights,4,100,all/Connection.csv,648.6586451530457,164964,254431,9538213,5008,0.9739587473812099,0.39333802262783296,0.9705363236297743,"=""{0: 9792644, 1: 169972}""","=""{0: 9543221, 1: 419395}""",29887846,9962616,0.25,1.70%,1.71%,0.5598005996263787
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with tweaked class weights,7,100,all/Connection.csv,1025.0187287330627,151587,27018,9765742,18269,0.9954543063789671,0.8487276392038297,0.8924441880180859,"=""{0: 9792760, 1: 169856}""","=""{0: 9784011, 1: 178605}""",29887846,9962616,0.25,1.70%,1.70%,0.8700371060176031
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with dropout layer,7,100,all/Connection.csv,1018.8794870376587,149396,23851,9769283,20086,0.9955898129567575,0.8623295064272397,0.8814859395098005,"=""{0: 9793134, 1: 169482}""","=""{0: 9789369, 1: 173247}""",29887846,9962616,0.25,1.71%,1.70%,0.8718025028521076
BINARY | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with relu and minmax,4,100,all/Connection.csv,736.3965976238251,0,0,9792866,169750,0.9829613025333909,nan,0.0,"=""{0: 9792866, 1: 169750}""","=""{0: 9962616}""",29887846,9962616,0.25,1.70%,1.70%,0
MULTICLASS | BATCH_SIZE: 1024 | 16 - 32 - 16 | with address information,5,100,all/Connection.csv,741.0073297023773,77632,8097,9769585,6,0.997149844980475,0.9055512137083134,0.9999227182565239,"=""{0: 9792356, 1: 77639, 2: 1690, 3: 5, 4: 68244, 5: 22682}""","=""{0: 9773501, 1: 85762, 4: 68710, 5: 34643}""",29887846,9962616,0.25,1.70%,1.71%,0.9504000195877992
MULTICLASS | BATCH_SIZE: 1024 | 16 - 32 - 16 | with address information | with class weights,7,100,all/Connection.csv,996.0475704669952,68717,95189,8355632,8513,0.8544090226904258,0.4192463973252962,0.8897708144503431,"=""{0: 9793119, 1: 77239, 2: 1749, 3: 2, 4: 67469, 5: 23038}""","=""{0: 8368024, 1: 164042, 2: 25514, 4: 1368406, 5: 36630}""",29887846,9962616,0.25,1.71%,1.70%,0.56994393205494
MULTICLASS | BATCH_SIZE: 1024 | 16 - 32 - 16 | with address information | with dropout layer,5,100,all/Connection.csv,748.7775473594666,77484,8318,9768342,6,0.9969701732958492,0.9030558728234773,0.9999225706542779,"=""{0: 9792215, 1: 77512, 2: 1760, 3: 8, 4: 68200, 5: 22921}""","=""{0: 9772046, 1: 85836, 4: 79747, 5: 24987}""",29887846,9962616,0.25,1.70%,1.71%,0.9490238346030424
MULTICLASS | BATCH_SIZE: 1024 | 16 - 32 - 16 | with address information | with relu and minmax,4,100,all/Connection.csv,776.6355757713318,0,0,9792169,77456,0.9828913409891539,nan,0.0,"=""{0: 9792169, 1: 77456, 2: 1759, 3: 2, 4: 68309, 5: 22921}""","=""{0: 9962616}""",29887846,9962616,0.25,1.70%,1.71%,0
MULTICLASS | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information,9,100,all/Connection.csv,1172.6082105636597,77316,8378,9769203,11,0.9953321497084702,0.9022335286017691,0.9998577469706571,"=""{0: 9792480, 1: 77382, 2: 1722, 3: 6, 4: 68150, 5: 22876}""","=""{0: 9791327, 1: 85888, 4: 50709, 5: 34692}""",29887846,9962616,0.25,1.70%,1.71%,0.9485403720993001
MULTICLASS | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with class weights,7,100,all/Connection.csv,952.0879189968109,77098,13644,9042063,4,0.9241785490879102,0.8496396376540081,0.9999481206713186,"=""{0: 9792890, 1: 77147, 2: 1744, 3: 2, 4: 67933, 5: 22900}""","=""{0: 9046254, 1: 90790, 2: 291645, 4: 487226, 5: 46701}""",29887846,9962616,0.25,1.70%,1.70%,0.9186863992755178
MULTICLASS | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with dropout layer,5,100,all/Connection.csv,721.4768075942993,77284,8443,9767187,7,0.9948074883143142,0.9015129422469,0.9999094331810948,"=""{0: 9793299, 1: 77297, 2: 1699, 3: 2, 4: 67452, 5: 22867}""","=""{0: 9789672, 1: 85741, 4: 54687, 5: 32516}""",29887846,9962616,0.25,1.71%,1.70%,0.9481652332871217
MULTICLASS | BATCH_SIZE: 1024 | 16 - 32 - 16 | without address information | with relu and minmax,4,100,all/Connection.csv,690.2505185604095,0,0,9792665,77351,0.9829411271095865,nan,0.0,"=""{0: 9792665, 1: 77351, 2: 1726, 3: 2, 4: 68004, 5: 22868}""","=""{0: 9962616}""",29887846,9962616,0.25,1.70%,1.71%,0
